price,m2_price,square,rooms,floor,floors,condition,condition_encoded
71500,1100,65,3,4,12,евроремонт,4
63000,1125,56,3,3,4,под самоотделку (ПСО),3
72500,954,76,3,1,9,среднее,1
47000,1068,44,2,6,10,среднее,1
90000,1286,70,2,6,10,под самоотделку (ПСО),3
133732,1090,123,3,6,18,под самоотделку (ПСО),3
86938,1090,80,2,8,18,под самоотделку (ПСО),3
106240,830,128,4,7,14,под самоотделку (ПСО),3
89336,1090,82,2,10,18,под самоотделку (ПСО),3
190118,1090,174,4,8,18,под самоотделку (ПСО),3
51500,1096,47,2,3,3,хорошее,2
82328,1090,76,2,5,18,под самоотделку (ПСО),3
52700,1146,46,2,1,5,евроремонт,4
93000,1162,80,3,7,12,под самоотделку (ПСО),3
55000,1122,49,1,6,9,евроремонт,4
41500,1482,28,1,1,5,среднее,1
54000,1286,42,2,4,4,евроремонт,4
60000,1154,52,1,6,9,хорошее,2
80000,1143,70,2,7,10,среднее,1
76000,864,88,3,2,14,под самоотделку (ПСО),3
118000,1026,115,4,9,10,хорошее,2
85500,1069,80,2,3,10,хорошее,2
240000,1714,140,3,11,11,евроремонт,4
44500,1060,42,1,11,12,евроремонт,4
69500,1363,51,1,3,10,евроремонт,4
230075,1250,184,4,11,15,под самоотделку (ПСО),3
49500,1151,43,2,9,10,евроремонт,4
45000,1000,45,1,6,9,хорошее,2
73000,820,89,3,11,12,под самоотделку (ПСО),3
259000,1786,145,4,12,13,хорошее,2
150000,1250,120,3,10,13,хорошее,2
57000,1239,46,1,9,12,хорошее,2
63000,1260,50,2,2,5,евроремонт,4
58000,967,60,2,7,9,среднее,1
44000,846,52,2,7,9,евроремонт,4
44500,1035,43,2,1,4,среднее,1
65000,1204,54,3,3,5,евроремонт,4
77000,962,80,4,6,9,хорошее,2
114000,1018,112,3,6,9,евроремонт,4
99500,1327,75,2,5,11,евроремонт,4
45000,577,78,2,5,8,под самоотделку (ПСО),3
42500,966,44,1,7,9,среднее,1
75000,1154,65,3,2,3,евроремонт,4
47000,1006,47,1,10,14,под самоотделку (ПСО),3
76000,884,86,3,1,9,среднее,1
80000,988,81,4,3,9,под самоотделку (ПСО),3
64000,908,70,2,6,12,под самоотделку (ПСО),3
69500,1187,59,1,11,14,под самоотделку (ПСО),3
62000,1240,50,1,6,10,евроремонт,4
77000,906,85,2,11,13,под самоотделку (ПСО),3
39500,898,44,1,7,9,хорошее,2
84000,840,100,3,8,12,евроремонт,4
118000,1017,116,4,9,10,хорошее,2
73500,1205,61,2,8,10,под самоотделку (ПСО),3
83000,1482,56,2,7,12,евроремонт,4
135000,888,152,4,5,6,хорошее,2
61000,953,64,3,2,4,среднее,1
84000,977,86,3,5,6,хорошее,2
63000,1432,44,1,10,12,евроремонт,4
91000,1000,91,3,12,12,под самоотделку (ПСО),3
59000,1017,58,3,4,4,хорошее,2
66000,1031,64,2,4,14,хорошее,2
155000,1987,78,2,10,14,евроремонт,4
75500,830,91,3,2,9,евроремонт,4
55000,948,58,3,5,5,среднее,1
41900,1197,35,1,4,9,среднее,1
52000,1182,44,2,4,4,под самоотделку (ПСО),3
71000,1224,58,2,10,12,евроремонт,4
95000,1203,79,2,7,10,хорошее,2
82000,1262,65,2,4,14,под самоотделку (ПСО),3
76000,1357,56,3,5,5,среднее,1
69000,1643,42,2,4,8,евроремонт,4
120000,960,125,2,6,6,под самоотделку (ПСО),3
88000,1000,88,3,4,10,евроремонт,4
60000,1034,58,3,4,4,под самоотделку (ПСО),3
67900,1113,61,3,9,9,среднее,1
76560,870,88,3,2,14,евроремонт,4
48500,1155,42,2,1,4,среднее,1
62000,1240,50,1,6,14,хорошее,2
83500,1176,71,2,12,12,евроремонт,4
67000,957,70,3,5,5,среднее,1
88000,1114,79,2,12,14,евроремонт,4
47000,1044,45,1,6,9,евроремонт,4
75500,1144,66,2,3,10,хорошее,2
154000,1674,92,3,10,10,хорошее,2
190000,1462,130,3,8,10,евроремонт,4
101920,910,112,3,13,14,хорошее,2
52900,1126,47,2,3,3,евроремонт,4
67000,893,75,3,5,5,под самоотделку (ПСО),3
68000,1062,64,3,2,4,хорошее,2
60000,1224,49,1,10,12,под самоотделку (ПСО),3
42120,520,81,2,9,12,под самоотделку (ПСО),3
138000,1200,115,4,9,10,евроремонт,4
66500,1330,50,2,2,5,под самоотделку (ПСО),3
153000,850,180,4,4,14,под самоотделку (ПСО),3
48000,1143,42,1,7,12,евроремонт,4
160000,889,180,3,3,7,среднее,1
112000,1204,93,3,2,12,хорошее,2
116000,1036,112,3,6,9,хорошее,2
67000,786,85,2,2,12,под самоотделку (ПСО),3
86000,956,90,3,9,10,под самоотделку (ПСО),3
73500,967,76,4,1,9,среднее,1
36000,837,43,1,12,14,евроремонт,4
70000,1077,65,3,3,5,под самоотделку (ПСО),3
66000,835,79,2,4,9,хорошее,2
56000,1167,48,2,4,5,под самоотделку (ПСО),3
57000,1056,54,1,10,13,хорошее,2
43500,1145,38,1,8,15,хорошее,2
89500,821,109,4,2,10,под самоотделку (ПСО),3
52500,761,69,2,9,14,под самоотделку (ПСО),3
75500,1110,68,2,5,12,под самоотделку (ПСО),3
93500,1051,89,2,9,13,евроремонт,4
112000,1087,103,3,8,10,евроремонт,4
67000,971,69,3,1,5,под самоотделку (ПСО),3
48000,1043,46,2,3,4,евроремонт,4
99830,670,149,3,3,10,среднее,1
28600,650,44,1,15,16,под самоотделку (ПСО),3
83000,1258,66,2,9,12,под самоотделку (ПСО),3
155000,2153,72,3,8,17,евроремонт,4
67000,889,75,2,2,3,под самоотделку (ПСО),3
145000,1495,97,2,9,12,евроремонт,4
142000,1014,140,3,5,12,евроремонт,4
69000,958,72,2,2,9,евроремонт,4
92000,1095,84,3,6,12,евроремонт,4
61000,1220,50,2,3,5,хорошее,2
79800,1535,52,1,6,12,хорошее,2
38500,1203,32,1,1,5,хорошее,2
38000,1118,34,1,3,7,среднее,1
39500,1129,35,1,7,9,хорошее,2
45000,1000,45,2,4,4,хорошее,2
97000,882,110,3,11,12,хорошее,2
83000,965,86,2,10,10,хорошее,2
62000,1512,41,1,3,12,хорошее,2
45000,957,47,1,9,18,хорошее,2
18500,841,22,1,2,5,хорошее,2
44000,978,45,1,9,9,хорошее,2
87500,931,94,4,6,9,хорошее,2
153000,1577,97,3,8,9,евроремонт,4
75000,1103,68,2,5,14,хорошее,2
125000,1000,125,2,6,6,хорошее,2
128000,1280,100,3,3,12,хорошее,2
61000,953,64,3,2,4,хорошее,2
71500,1051,68,2,9,9,хорошее,2
56500,1153,49,2,4,5,хорошее,2
60000,1333,45,1,2,10,евроремонт,4
82500,1179,70,2,2,9,хорошее,2
113000,950,119,3,12,12,хорошее,2
68000,986,69,3,1,5,хорошее,2
130000,1300,100,3,9,14,хорошее,2
135000,1262,107,3,6,10,хорошее,2
94500,1086,87,3,10,10,хорошее,2
57500,1150,50,2,11,13,хорошее,2
52500,1167,45,2,2,4,хорошее,2
77500,1270,61,2,6,14,под самоотделку (ПСО),3
65000,1083,60,2,2,9,среднее,1
57000,1075,53,2,13,14,под самоотделку (ПСО),3
72500,873,83,2,4,5,хорошее,2
44500,947,47,1,1,4,хорошее,2
54000,1038,52,2,5,6,хорошее,2
52000,825,63,2,3,12,под самоотделку (ПСО),3
70000,1458,48,2,8,9,хорошее,2
46000,1045,44,2,3,4,хорошее,2
56500,1027,55,2,4,5,хорошее,2
47000,1000,47,1,10,14,под самоотделку (ПСО),3
47500,819,58,2,4,10,хорошее,2
64000,1000,64,2,3,12,евроремонт,4
135000,1164,116,3,5,10,евроремонт,4
160000,1231,130,3,1,7,евроремонт,4
73000,723,101,3,3,16,под самоотделку (ПСО),3
52600,1283,41,2,3,4,среднее,1
63000,1086,58,3,4,4,хорошее,2
113000,897,126,4,2,12,хорошее,2
28500,712,40,1,4,5,под самоотделку (ПСО),3
26000,1347,19,1,3,4,евроремонт,4
41500,1258,33,1,10,12,под самоотделку (ПСО),3
38000,1056,36,1,10,10,хорошее,2
46720,730,64,1,13,16,под самоотделку (ПСО),3
57500,719,80,3,9,10,под самоотделку (ПСО),3
85000,1062,80,2,6,13,евроремонт,4
88000,1158,76,2,10,12,под самоотделку (ПСО),3
43000,614,70,2,10,12,под самоотделку (ПСО),3
57500,1307,44,1,5,10,евроремонт,4
90000,1136,79,2,5,12,евроремонт,4
115000,846,136,3,7,10,под самоотделку (ПСО),3
58500,1245,47,1,2,10,хорошее,2
46500,969,48,1,6,9,среднее,1
78500,1075,73,2,2,10,евроремонт,4
46500,1292,36,1,5,9,среднее,1
85000,1062,80,2,5,12,хорошее,2
99500,1106,90,3,9,10,евроремонт,4
61500,1183,52,2,5,5,евроремонт,4
84500,971,87,2,10,14,под самоотделку (ПСО),3
139590,990,141,4,9,14,под самоотделку (ПСО),3
65500,1056,62,1,9,12,евроремонт,4
60000,1200,50,2,2,5,хорошее,2
52200,1305,40,1,3,9,хорошее,2
102500,9318,11,3,8,13,под самоотделку (ПСО),3
69000,1113,62,3,1,9,хорошее,2
76900,961,80,2,3,10,евроремонт,4
105000,882,119,3,12,12,хорошее,2
55500,1388,40,1,6,12,евроремонт,4
57000,1326,43,1,3,10,евроремонт,4
89000,1060,84,2,6,12,под самоотделку (ПСО),3
37500,694,54,3,-1,9,хорошее,2
173000,1311,132,4,6,10,евроремонт,4
118000,1103,107,3,9,14,евроремонт,4
76500,1142,67,2,10,11,евроремонт,4
155000,1490,104,3,13,14,под самоотделку (ПСО),3
76500,1142,67,2,10,10,среднее,1
173000,1306,132,4,6,10,евроремонт,4
155000,1987,78,2,3,15,под самоотделку (ПСО),3
315000,1575,200,5,16,17,под самоотделку (ПСО),3
89000,1060,84,2,5,12,под самоотделку (ПСО),3
53500,1115,48,1,3,14,хорошее,2
76500,1142,67,2,10,11,хорошее,2
74000,822,90,3,9,10,хорошее,2
76500,1142,67,2,10,10,хорошее,2
118000,1103,107,3,9,14,среднее,1
80700,1000,81,2,9,14,евроремонт,4
59300,1022,58,2,8,10,под самоотделку (ПСО),3
57900,1053,55,1,8,12,под самоотделку (ПСО),3
63000,1130,56,2,11,12,евроремонт,4
67000,838,80,3,5,9,евроремонт,4
53000,946,56,3,5,5,среднее,1
34500,829,42,1,14,14,под самоотделку (ПСО),3
106000,1029,103,3,10,10,хорошее,2
315000,1575,200,5,17,17,под самоотделку (ПСО),3
53500,1092,49,1,7,12,евроремонт,4
99900,934,107,3,4,13,под самоотделку (ПСО),3
155000,1987,78,2,3,15,евроремонт,4
73500,955,77,2,9,12,под самоотделку (ПСО),3
135000,978,138,4,8,15,евроремонт,4
61500,1183,52,2,5,5,евроремонт,4
67500,844,80,2,9,10,евроремонт,4
89000,947,94,4,1,9,евроремонт,4
66000,1100,60,1,9,10,под самоотделку (ПСО),3
105000,1167,90,3,9,10,среднее,1
53200,1043,51,2,1,9,среднее,1
38300,1235,31,1,1,5,под самоотделку (ПСО),3
114900,1149,100,1,13,13,под самоотделку (ПСО),3
81500,1148,71,3,12,12,хорошее,2
51800,1030,50,2,11,14,под самоотделку (ПСО),3
51800,1036,50,2,11,14,под самоотделку (ПСО),3
200000,1307,153,4,12,14,под самоотделку (ПСО),3
80000,1250,64,3,3,9,евроремонт,4
65500,1213,54,2,6,9,хорошее,2
49500,1076,46,1,3,5,хорошее,2
43000,1344,32,1,1,5,под самоотделку (ПСО),3
65000,1083,60,2,8,9,евроремонт,4
44000,1100,40,1,9,9,евроремонт,4
90000,989,91,3,12,12,евроремонт,4
61500,1025,60,2,12,12,евроремонт,4
90000,826,109,3,7,12,евроремонт,4
65200,1069,61,2,3,9,хорошее,2
62208,720,86,2,8,16,среднее,1
110000,880,125,3,11,12,хорошее,2
285000,1301,219,4,10,14,под самоотделку (ПСО),3
42500,1214,35,1,1,5,хорошее,2
66000,767,86,3,11,15,хорошее,2
131250,1250,105,3,12,19,под самоотделку (ПСО),3
32800,735,45,1,4,14,хорошее,2
41250,750,55,1,11,16,хорошее,2
44500,654,68,2,5,12,евроремонт,4
100430,830,121,3,11,16,под самоотделку (ПСО),3
36500,880,41,1,14,14,евроремонт,4
165000,1100,150,4,11,19,под самоотделку (ПСО),3
44200,650,68,2,5,14,хорошее,2
41500,1122,37,1,2,10,хорошее,2
84000,1000,84,2,11,13,хорошее,2
83000,776,107,3,12,12,под самоотделку (ПСО),3
76680,800,96,3,9,16,хорошее,2
72988,690,106,3,3,14,евроремонт,4
46000,791,58,2,11,12,хорошее,2
51415,910,56,2,4,10,под самоотделку (ПСО),3
79125,750,106,3,10,12,под самоотделку (ПСО),3
116000,1137,102,3,12,16,под самоотделку (ПСО),3
62726,790,79,2,11,13,евроремонт,4
57164,790,72,2,13,14,хорошее,2
58982,770,77,2,9,14,среднее,1
64165,823,78,3,11,12,под самоотделку (ПСО),3
77000,1041,74,2,9,10,под самоотделку (ПСО),3
86500,1081,80,2,5,12,под самоотделку (ПСО),3
93326,720,130,4,5,12,евроремонт,4
65500,1023,64,2,9,14,хорошее,2
73500,1148,64,3,8,9,хорошее,2
40000,1081,37,1,10,10,среднее,1
37300,852,44,1,6,13,хорошее,2
69700,1124,62,3,1,9,среднее,1
51000,1214,42,1,8,9,евроремонт,4
44200,650,68,2,5,12,под самоотделку (ПСО),3
36000,960,38,1,3,10,евроремонт,4
80000,887,90,2,11,14,под самоотделку (ПСО),3
18000,1000,18,1,-1,9,евроремонт,4
52000,1300,40,1,2,12,евроремонт,4
41500,1147,36,1,2,10,евроремонт,4
93000,823,113,3,4,12,под самоотделку (ПСО),3
72000,809,89,3,11,12,среднее,1
42000,1167,36,1,3,5,хорошее,2
40500,1066,38,1,3,12,евроремонт,4
63000,1145,55,2,11,12,евроремонт,4
82000,854,96,4,9,12,под самоотделку (ПСО),3
123420,1020,121,3,11,14,под самоотделку (ПСО),3
76000,942,81,2,11,12,среднее,1
106000,779,136,3,9,10,под самоотделку (ПСО),3
34000,829,41,1,11,12,евроремонт,4
103000,1000,103,3,11,16,под самоотделку (ПСО),3
92000,920,100,2,3,14,хорошее,2
96750,750,129,4,7,12,евроремонт,4
55000,1375,40,1,11,12,евроремонт,4
72000,1714,42,1,9,12,евроремонт,4
58400,1217,48,1,2,18,евроремонт,4
93000,1192,78,3,10,12,евроремонт,4
55000,1375,40,1,11,12,хорошее,2
37000,771,48,1,8,12,под самоотделку (ПСО),3
55000,1146,48,2,5,5,евроремонт,4
93000,1000,93,3,9,10,евроремонт,4
65500,1023,64,2,9,14,евроремонт,4
62000,1512,41,1,3,12,среднее,1
85000,780,109,3,2,10,под самоотделку (ПСО),3
43500,1318,33,1,7,9,евроремонт,4
58000,1055,55,1,8,12,под самоотделку (ПСО),3
69500,1544,45,1,3,8,евроремонт,4
86500,1030,84,2,12,12,под самоотделку (ПСО),3
74500,1064,70,2,8,9,евроремонт,4
90000,783,115,4,2,10,под самоотделку (ПСО),3
71600,804,89,3,2,12,под самоотделку (ПСО),3
149000,1146,130,4,14,16,под самоотделку (ПСО),3
50000,1111,45,1,4,10,евроремонт,4
64000,1032,62,2,9,10,евроремонт,4
69000,1643,42,1,4,8,евроремонт,4
43000,956,45,1,9,9,евроремонт,4
43000,956,45,1,9,9,евроремонт,4
66000,835,79,3,7,9,евроремонт,4
73500,1148,64,2,6,10,евроремонт,4
79500,1136,70,3,5,12,евроремонт,4
74000,881,84,3,3,10,хорошее,2
46500,1011,46,1,4,9,евроремонт,4
78000,918,85,3,8,9,под самоотделку (ПСО),3
69000,704,98,3,14,14,под самоотделку (ПСО),3
53000,1000,53,2,6,10,под самоотделку (ПСО),3
52500,1193,44,1,4,10,хорошее,2
30600,712,43,1,15,16,под самоотделку (ПСО),3
104000,698,149,3,3,10,под самоотделку (ПСО),3
37000,771,48,1,8,12,под самоотделку (ПСО),3
54500,940,58,2,9,10,евроремонт,4
